time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
1.265000,5,848.083,132.777,2032.684,168.921,3164.684,1552.022,3674.090,580.259,4500.102,80.448
1.270000,5,869.321,128.026,2018.453,245.337,2750.834,3521.184,3490.876,161.146,4495.852,69.845
1.275000,5,900.807,109.406,1871.009,281.954,2278.631,3964.831,3495.560,81.159,4559.554,119.917
1.280000,5,857.176,83.011,1904.501,168.029,2264.726,3702.852,3476.188,47.135,4594.316,38.980
1.285000,5,810.105,48.996,1935.105,86.915,2602.923,3004.612,3449.824,59.997,4582.072,9.968
1.290000,5,816.553,58.777,1941.022,79.604,2543.419,2921.487,3454.034,73.197,4572.848,8.989
1.295000,5,857.711,98.952,1942.984,111.373,2582.439,4546.293,3475.688,102.839,4571.599,25.502
1.300000,5,928.531,150.664,1986.042,201.196,2237.460,4221.607,3521.738,144.719,4593.134,31.166
1.305000,5,1007.283,171.862,2072.461,3093.248,2081.248,286.296,3653.501,263.483,4601.857,40.327
1.310000,5,1055.000,151.162,2090.099,2991.883,2098.051,291.587,3651.023,186.886,4621.334,48.909
1.315000,5,1070.803,131.739,2029.897,271.680,2154.688,3227.000,3642.952,123.440,4632.408,56.680
1.320000,4,1084.377,116.304,1983.809,201.362,3625.198,124.481,4605.902,82.960,--undefined--,--undefined--
1.325000,4,1101.458,106.721,2023.036,223.583,3591.260,153.297,4500.727,144.404,--undefined--,--undefined--
1.330000,4,1117.358,94.401,2054.559,262.222,3597.492,158.254,4472.643,161.292,--undefined--,--undefined--
1.335000,4,1123.705,91.017,2060.335,305.721,3635.614,170.225,4466.840,172.451,--undefined--,--undefined--
1.340000,4,1128.604,87.098,2086.386,264.711,3573.041,151.385,4375.031,123.833,--undefined--,--undefined--
1.345000,5,1121.110,118.107,1462.248,2463.494,2132.845,266.579,3549.549,83.918,4297.823,45.248
1.350000,5,1107.870,146.967,1641.235,1625.580,2175.642,276.507,3561.618,84.844,4265.585,46.296
1.355000,5,1104.269,166.772,1740.132,1609.043,2201.549,245.456,3616.897,170.527,4280.782,100.325
1.360000,5,1099.065,197.771,1896.229,1312.361,2228.826,254.014,3769.962,252.801,4424.499,161.502
1.365000,5,1128.003,260.860,2100.682,1644.639,2199.094,253.534,3715.042,272.153,4423.270,144.497
1.370000,5,1177.945,254.611,2181.531,255.420,2223.219,1688.688,3691.937,304.972,4372.414,136.073
1.375000,5,1168.379,182.825,2155.396,309.699,2225.409,1354.225,3706.686,268.268,4361.817,150.034
1.380000,5,1152.463,151.811,2149.852,326.860,2159.018,1422.921,3683.015,206.914,4385.263,167.805
1.385000,5,1115.785,185.341,1869.875,1154.032,2243.999,306.804,3753.852,140.873,4506.655,133.258
1.390000,5,1076.158,246.497,1778.800,1055.534,2273.544,255.102,3811.320,126.219,4528.182,102.335
1.395000,5,1022.404,294.255,1773.157,947.054,2280.815,221.641,3814.840,158.634,4515.012,102.048
1.400000,5,1005.373,275.252,1780.850,822.580,2290.426,173.512,3828.064,160.814,4463.076,132.420
1.405000,5,1053.192,271.200,1870.269,1150.576,2268.374,215.636,3750.024,205.946,4331.810,175.188
1.410000,5,1070.850,267.455,1872.516,1142.318,2270.839,263.000,3656.664,200.336,4224.413,113.079
1.415000,5,1073.053,262.698,1877.065,1053.364,2295.943,354.574,3711.527,243.193,4230.554,156.685
1.420000,5,1078.419,249.826,1864.720,1074.334,2312.496,353.768,3794.537,210.623,4375.065,261.637
1.425000,5,1077.829,233.569,1870.001,918.226,2311.363,264.365,3814.551,196.952,4441.260,218.166
1.430000,5,1085.784,217.594,1972.807,702.484,2294.427,314.735,3808.543,228.518,4360.516,177.607
1.435000,5,1081.125,208.482,2030.420,542.101,2272.614,476.771,3748.668,229.724,4289.838,138.168
1.440000,5,1098.223,205.448,2128.539,410.170,2195.866,933.973,3731.866,229.646,4322.356,163.891
1.445000,5,1123.934,204.699,2129.685,1647.928,2157.102,344.879,3681.626,253.340,4377.225,142.521
1.450000,5,1119.033,202.974,2058.860,2113.017,2143.252,408.897,3678.123,297.167,4347.724,192.886
1.455000,5,1089.952,219.267,2057.965,467.209,2220.784,2142.059,3741.884,278.405,4412.285,390.178
1.460000,5,1062.104,226.532,2005.611,356.011,2398.514,2198.364,3761.756,261.216,4467.638,370.803
1.465000,5,1056.997,209.529,2004.570,305.216,2570.665,2237.569,3794.127,279.694,4470.126,372.809
1.470000,5,1081.222,180.243,2011.247,294.103,2637.263,1817.138,3817.325,298.466,4459.693,365.394
1.475000,5,1138.266,151.679,2063.926,306.875,2638.038,1776.269,3783.314,293.266,4464.995,326.434
1.480000,5,1156.649,126.964,2099.718,315.365,2669.101,2321.779,3780.351,307.158,4445.717,418.501
1.485000,5,1128.928,135.491,2038.677,281.559,2857.407,2450.741,3803.580,345.103,4512.814,429.932
1.490000,5,1097.290,182.683,2025.866,237.867,3010.192,2865.755,3744.073,331.719,4500.500,467.582
1.495000,5,1099.447,251.966,2050.577,272.269,2956.026,3419.062,3728.557,337.335,4386.412,586.022
1.500000,5,1124.085,274.791,2099.860,316.553,2738.095,3825.832,3738.801,348.508,4367.287,618.981
1.505000,5,1137.062,250.499,2139.509,288.242,2674.441,3569.177,3753.995,405.190,4413.911,451.389
1.510000,5,1119.794,209.060,2104.131,288.769,2703.594,2092.511,3854.326,384.780,4500.763,364.024
1.515000,5,1114.954,165.710,2043.444,241.929,2876.567,1989.836,3845.436,368.611,4521.640,361.144
1.520000,5,1119.720,144.207,2014.364,214.810,3212.587,2705.330,3757.660,362.410,4473.605,497.537
1.525000,5,1119.433,139.359,1991.238,218.244,3434.311,3725.149,3730.527,335.606,4409.656,498.194
1.530000,5,1121.771,136.969,1993.997,215.510,2761.763,2385.423,3808.602,301.746,4449.348,519.917
1.535000,5,1126.356,126.451,2002.545,212.496,2652.008,1746.361,3822.387,294.906,4432.354,553.880
1.540000,5,1135.000,114.521,2014.513,206.507,2694.319,1957.492,3824.486,355.642,4406.876,545.245
1.545000,5,1145.460,102.325,2035.666,239.523,2860.499,2170.120,3799.792,355.349,4401.590,572.291
1.550000,5,1159.133,106.392,2062.870,258.693,2922.820,2078.903,3836.628,354.394,4425.493,750.242
1.555000,5,1175.063,125.520,2028.757,208.537,3303.439,2577.442,3854.281,444.653,4335.711,996.340
1.560000,4,1185.682,148.816,2016.278,181.537,3754.773,586.608,4086.720,861.447,--undefined--,--undefined--
1.565000,5,1183.478,177.727,2076.987,221.469,3396.832,3751.363,3871.905,498.741,4340.389,1011.675
1.570000,5,1161.674,184.899,2143.212,244.018,3022.764,3712.570,3860.510,336.393,4578.566,1309.848
1.575000,4,1140.913,188.258,2130.220,226.766,3814.077,640.887,3997.345,972.051,--undefined--,--undefined--
1.580000,4,1115.995,201.733,2059.995,214.595,3669.507,948.067,4084.342,532.799,--undefined--,--undefined--
1.585000,5,1085.336,221.206,2007.863,202.314,3526.852,3127.803,3918.934,348.176,4473.340,2200.627
1.590000,5,1060.638,243.119,1989.056,196.865,3064.467,2510.464,3871.367,237.401,4706.940,1703.656
1.595000,4,1051.085,254.240,1985.299,183.401,3789.099,2019.805,3838.420,322.047,--undefined--,--undefined--
1.600000,5,1041.033,256.677,1975.683,177.787,3716.600,406.792,4279.526,1144.271,4848.814,5313.613
1.605000,4,1036.913,248.667,1969.260,159.305,3631.069,373.438,4232.089,683.116,--undefined--,--undefined--
1.610000,4,1033.344,237.356,1974.235,150.110,3633.807,397.629,4193.107,583.817,--undefined--,--undefined--
1.615000,4,1043.202,222.290,1981.559,151.723,3623.442,538.556,4031.064,538.665,--undefined--,--undefined--
1.620000,4,1047.096,203.897,1983.595,174.850,3752.368,1075.545,3850.361,501.016,--undefined--,--undefined--
1.625000,4,1072.105,198.666,2008.635,187.846,3663.142,1034.125,3881.676,512.961,--undefined--,--undefined--
1.630000,4,1107.399,191.519,2052.435,203.982,3706.943,506.950,3993.099,1133.813,--undefined--,--undefined--
1.635000,5,1121.990,184.486,2044.749,237.038,3389.803,3389.301,3763.744,315.102,4578.550,1473.712
1.640000,5,1123.686,182.731,1991.281,194.328,3811.205,433.291,4083.753,1981.901,4738.885,3123.575
1.645000,5,1113.512,180.730,1962.537,146.334,3191.331,3101.841,3716.632,354.527,4533.259,627.943
1.650000,5,1113.457,179.964,1965.486,104.809,3312.175,3910.101,3674.644,261.035,4534.111,662.546
1.655000,4,1128.011,182.428,1980.553,97.228,3706.339,339.639,4017.062,1267.017,--undefined--,--undefined--
1.660000,4,1138.553,165.634,1990.809,90.950,3636.791,1027.217,3813.724,353.290,--undefined--,--undefined--
1.665000,4,1142.020,137.571,1982.769,73.084,3666.615,376.498,3995.729,829.247,--undefined--,--undefined--
1.670000,4,1149.071,102.432,1975.138,68.680,3629.427,216.947,4444.081,625.749,--undefined--,--undefined--
1.675000,5,1157.002,86.447,1967.997,86.297,3306.070,4917.956,3661.373,252.431,4540.009,410.953
1.680000,5,1158.420,78.539,1945.058,100.005,2969.383,2648.647,3748.767,295.739,4585.467,303.034
1.685000,5,1153.955,90.045,1917.786,68.633,3007.883,2468.440,3755.362,230.351,4604.141,239.326
1.690000,5,1161.585,144.588,1901.317,66.954,3278.708,2624.467,3721.231,178.435,4641.081,239.729
1.695000,5,1162.712,210.920,1847.347,196.999,3364.352,2684.840,3746.912,225.424,4658.069,293.812
1.700000,5,1126.055,141.254,1792.112,216.057,3683.932,293.178,3714.122,3334.209,4601.883,250.711
1.705000,5,1152.369,102.674,1799.531,100.814,3676.972,269.120,3993.610,3549.497,4640.667,172.760
1.710000,4,1147.501,76.426,1833.604,72.726,3757.212,150.885,4728.175,152.864,--undefined--,--undefined--
1.715000,5,1135.123,120.239,1808.502,70.925,3734.878,171.012,3855.447,4522.495,4760.626,136.263
1.720000,5,1199.975,161.094,1782.892,53.135,3723.768,164.838,4732.229,82.619,4791.691,5740.367
1.725000,5,1144.351,99.099,1756.597,71.853,3707.301,169.958,4503.149,4575.810,4770.703,86.772
1.730000,5,1130.912,77.352,1828.358,147.222,3685.483,3687.822,3712.904,206.080,4789.694,91.163
1.735000,5,1179.267,152.186,1808.753,118.510,3331.374,4654.855,3748.481,246.860,4825.317,99.576
1.740000,5,1098.225,105.023,1746.328,76.274,3757.403,286.444,4029.683,3812.914,4772.414,101.298
1.745000,4,1126.881,85.700,1778.589,96.966,3787.832,181.152,4742.246,123.765,--undefined--,--undefined--
1.750000,4,1089.292,132.644,1695.742,80.764,3786.453,194.793,4797.527,243.552,--undefined--,--undefined--
1.755000,5,1028.547,48.487,1670.976,95.533,3682.345,165.971,4553.192,3210.987,4781.252,242.008
1.760000,4,1080.872,62.478,1642.687,158.838,3644.486,157.521,4696.145,209.593,--undefined--,--undefined--
1.765000,5,1074.551,96.517,1522.829,73.334,1831.407,5278.266,3670.035,92.625,4686.119,80.791
1.770000,4,984.380,160.331,1541.189,25.971,3779.922,175.727,4686.559,147.272,--undefined--,--undefined--
1.775000,4,874.480,111.770,1559.744,14.793,3654.768,296.191,4634.192,174.357,--undefined--,--undefined--
1.780000,4,870.619,91.859,1560.173,18.080,3643.988,266.229,4550.907,233.087,--undefined--,--undefined--
1.785000,4,861.376,84.580,1547.177,27.240,3709.763,254.586,4558.248,274.070,--undefined--,--undefined--
1.790000,4,863.667,87.905,1534.105,43.795,3673.330,249.940,4547.962,290.335,--undefined--,--undefined--
1.795000,4,875.910,99.052,1523.969,52.270,3541.773,111.796,4497.051,232.428,--undefined--,--undefined--
1.800000,4,909.533,118.816,1506.161,64.967,3480.429,44.202,4473.729,165.167,--undefined--,--undefined--
1.805000,4,948.928,141.695,1478.933,110.421,3464.754,42.406,4499.742,154.991,--undefined--,--undefined--
1.810000,4,945.588,158.744,1432.701,148.243,3479.927,100.820,4441.319,246.669,--undefined--,--undefined--
1.815000,4,940.611,147.413,1440.695,139.151,3458.173,77.755,4367.326,245.183,--undefined--,--undefined--
1.820000,4,943.377,153.442,1406.513,158.192,3487.771,105.331,4265.230,278.105,--undefined--,--undefined--
1.825000,4,927.517,147.114,1406.152,143.877,3646.032,94.850,4360.900,310.812,--undefined--,--undefined--
1.830000,5,920.624,133.773,1391.184,132.508,3394.642,4548.694,3548.712,120.864,4339.280,267.275
1.835000,4,1001.603,142.404,1362.211,165.681,3527.156,173.198,4296.505,137.757,--undefined--,--undefined--
1.840000,4,983.617,139.410,1399.040,140.244,3644.301,171.677,4328.908,98.863,--undefined--,--undefined--
1.845000,5,942.960,145.058,1369.238,148.059,3316.453,8177.364,3600.881,216.192,4355.292,62.649
1.850000,4,974.521,162.438,1334.488,187.007,3544.916,152.066,4383.911,55.927,--undefined--,--undefined--
1.855000,5,931.445,147.978,1370.481,158.545,3545.647,4184.552,3557.486,104.002,4381.431,77.393
1.860000,5,912.475,148.770,1372.331,144.353,3311.408,9067.710,3631.307,46.994,4328.225,94.877
1.865000,5,875.021,123.308,1373.367,106.142,3377.744,3677.720,3637.465,62.100,4327.938,98.153
1.870000,5,937.644,138.210,1377.691,104.262,3381.209,3090.713,3622.459,120.503,4386.616,70.941
1.875000,5,883.070,109.235,1390.949,73.438,3316.028,2394.453,3593.739,212.938,4394.994,50.850
1.880000,5,857.223,95.119,1418.427,58.785,3004.089,2567.635,3713.333,200.135,4402.154,71.768
1.885000,4,953.409,137.321,1446.209,62.550,3770.528,179.589,4398.643,75.654,--undefined--,--undefined--
1.890000,4,985.612,122.651,1479.963,37.282,3730.670,95.293,4341.670,68.044,--undefined--,--undefined--
1.895000,4,940.797,115.144,1481.625,38.454,3667.377,180.288,4266.029,126.661,--undefined--,--undefined--
1.900000,4,945.279,114.483,1493.435,35.554,3487.062,80.704,4183.219,82.079,--undefined--,--undefined--
1.905000,4,916.577,113.341,1513.634,23.362,3470.541,49.676,4208.989,29.705,--undefined--,--undefined--
1.910000,4,866.014,90.925,1524.293,22.173,3497.176,39.937,4224.270,22.774,--undefined--,--undefined--
1.915000,5,872.550,94.118,1537.340,25.369,3124.093,6746.012,3523.364,22.532,4255.064,22.976
1.920000,5,903.897,109.287,1559.303,18.652,3447.393,5638.598,3547.709,19.915,4296.618,24.268
1.925000,5,919.428,116.628,1568.474,11.857,3427.878,3829.400,3573.738,27.781,4321.597,26.221
1.930000,5,913.283,108.394,1574.216,18.443,3583.784,28.397,3708.990,8209.282,4329.884,21.662
1.935000,4,931.221,112.393,1566.281,24.143,3584.349,27.690,4344.170,18.473,--undefined--,--undefined--
1.940000,4,884.505,88.605,1572.881,19.762,3585.474,26.210,4356.569,9.905,--undefined--,--undefined--
1.945000,5,837.970,55.162,1579.056,17.140,2366.128,4163.211,3580.984,33.637,4361.308,11.385
1.950000,5,841.895,57.559,1579.333,15.857,2625.079,4129.245,3603.964,48.156,4350.799,15.255
1.955000,5,839.628,51.005,1581.243,11.355,3220.760,2716.591,3656.917,79.374,4330.634,31.620
1.960000,5,858.732,60.553,1581.117,11.823,3324.891,2448.103,3668.076,92.231,4316.875,46.969
1.965000,5,872.970,76.199,1575.565,13.480,3219.694,3560.885,3648.628,76.288,4316.092,43.103
1.970000,5,879.667,85.956,1568.984,15.889,3040.234,4463.915,3629.292,65.404,4315.396,37.838
1.975000,5,913.241,103.808,1562.291,25.646,2745.091,5417.747,3631.478,66.251,4308.520,35.712
1.980000,5,875.597,89.071,1561.554,21.388,2768.007,3888.291,3627.488,71.563,4306.600,30.880
1.985000,5,850.736,78.740,1560.355,18.140,2633.454,3285.192,3617.869,73.133,4313.440,23.399
1.990000,5,896.185,104.699,1557.475,31.931,2549.044,3199.727,3643.285,110.156,4305.333,32.254
1.995000,5,904.322,93.771,1558.768,22.093,2873.897,1902.430,3657.966,161.783,4303.720,40.296
2.000000,5,882.288,78.811,1564.488,14.102,3037.592,1310.421,3626.102,177.184,4309.875,39.294
2.005000,5,898.869,94.268,1560.239,23.763,2877.561,1732.494,3587.366,134.760,4315.901,35.734
2.010000,5,901.797,96.343,1562.217,25.263,2842.760,1630.888,3579.501,117.008,4319.368,32.152
2.015000,5,893.425,87.353,1563.219,20.562,2967.790,1375.456,3618.098,131.382,4308.890,41.457
2.020000,5,862.467,74.850,1565.813,20.682,2973.130,1432.117,3634.156,132.645,4309.653,39.126
2.025000,5,874.242,85.637,1562.899,25.153,2795.255,1805.064,3613.088,111.934,4321.328,27.848
2.030000,5,889.497,86.007,1562.051,22.190,2906.455,1599.432,3677.083,145.105,4308.789,41.950
2.035000,5,888.050,86.365,1559.338,25.552,2862.791,1640.073,3723.447,147.308,4290.373,58.276
2.040000,5,886.927,90.313,1558.189,28.625,2822.127,1896.604,3728.042,147.030,4273.261,69.668
2.045000,5,871.825,81.330,1562.541,21.265,2947.192,1705.686,3731.372,145.194,4284.097,62.610
2.050000,5,897.050,98.804,1556.455,27.560,2843.459,2057.190,3737.031,128.910,4278.063,64.128
2.055000,5,905.345,105.053,1553.312,36.404,2770.987,2314.655,3740.757,122.609,4262.925,71.680
2.060000,5,894.321,100.853,1552.015,30.539,2796.527,2386.037,3720.981,122.930,4267.036,64.825
2.065000,5,888.793,97.242,1550.303,30.517,2822.613,2553.222,3705.556,122.610,4274.619,59.756
2.070000,5,909.388,105.701,1547.643,39.567,2789.640,3010.194,3688.592,117.771,4274.981,59.525
2.075000,5,926.579,109.901,1550.311,36.793,2823.925,3085.269,3678.365,118.058,4274.960,58.986
2.080000,5,944.752,112.686,1552.466,30.240,2877.328,2936.926,3663.853,118.832,4273.764,58.397
2.085000,5,965.123,116.710,1553.789,30.450,2860.956,3020.801,3644.822,118.570,4269.879,63.577
2.090000,5,959.324,117.712,1557.445,30.235,2827.399,2793.325,3645.378,128.000,4271.958,65.562
2.095000,5,938.945,115.449,1558.415,25.851,2822.436,2345.484,3684.261,155.319,4272.711,74.437
2.100000,5,931.877,113.663,1560.896,26.609,2710.285,2158.304,3762.376,149.021,4284.472,75.195
2.105000,5,945.747,119.212,1559.074,27.966,2650.948,2329.706,3776.446,136.036,4289.505,65.530
2.110000,5,969.502,124.103,1560.695,33.118,2673.417,2699.539,3745.030,140.634,4275.529,69.692
2.115000,5,969.917,141.134,1563.721,33.857,2692.292,2837.961,3719.765,150.112,4264.187,79.250
2.120000,5,995.678,168.447,1568.316,43.622,2564.788,2978.413,3727.144,163.407,4266.639,87.482
2.125000,5,1019.905,195.105,1581.721,66.643,2394.102,2959.481,3747.669,185.200,4289.040,83.017
2.130000,5,1007.968,232.595,1593.639,90.901,2206.984,2505.767,3770.313,208.145,4308.207,70.689
2.135000,5,981.058,244.990,1603.551,120.419,2056.287,1851.097,3808.588,188.596,4315.075,71.160
2.140000,5,969.951,243.773,1608.815,152.958,1998.517,1505.606,3814.419,146.880,4306.689,85.262
2.145000,5,971.818,240.110,1617.893,163.635,2068.563,1653.596,3782.622,136.953,4267.942,111.147
2.150000,5,967.027,232.929,1617.237,155.895,2181.020,1839.897,3761.438,134.311,4246.313,115.320
2.155000,5,950.955,215.973,1613.676,149.610,2253.474,1839.486,3737.557,126.219,4267.756,81.960
2.160000,5,943.602,210.926,1606.078,126.640,2279.281,2073.831,3697.321,140.321,4293.340,57.503
2.165000,5,946.673,210.266,1605.668,100.039,2367.648,3124.139,3670.182,182.698,4300.349,66.934
2.170000,5,938.049,203.608,1595.170,72.763,2598.961,3760.634,3672.172,199.004,4298.699,82.658
2.175000,5,937.476,194.468,1581.551,55.156,2681.451,3103.160,3687.778,185.860,4296.638,81.729
2.180000,5,947.115,187.440,1574.781,48.605,2705.285,2568.698,3707.438,182.316,4286.136,82.491
2.185000,5,957.311,190.739,1573.180,44.781,2890.405,2658.664,3742.691,226.143,4258.755,145.770
2.190000,5,944.856,193.664,1571.349,39.846,2999.642,2412.098,3777.850,269.264,4239.433,204.953
2.195000,5,929.057,181.927,1568.720,40.200,2838.567,1768.031,3788.396,225.720,4273.357,128.644
2.200000,5,918.057,172.194,1569.740,44.246,2778.198,1529.462,3771.598,225.913,4284.567,92.943
2.205000,5,903.159,170.145,1571.973,47.900,2781.671,1512.498,3761.991,266.292,4276.913,121.685
2.210000,5,888.354,168.745,1576.379,55.478,2820.587,1521.643,3786.159,308.459,4233.894,243.771
2.215000,5,885.410,167.504,1583.290,78.250,2838.190,1568.407,3778.045,281.228,4256.716,188.585
2.220000,5,899.703,173.389,1589.158,119.117,2817.249,1674.220,3765.493,257.899,4276.764,120.800
2.225000,5,911.812,176.421,1587.356,142.214,2772.100,1628.904,3758.900,227.309,4273.073,99.147
2.230000,5,912.413,175.114,1582.010,129.810,2796.839,1581.450,3755.483,214.394,4266.304,101.317
2.235000,5,905.759,169.103,1575.957,97.437,2869.713,1547.139,3778.247,224.232,4268.596,121.815
2.240000,5,902.531,154.078,1565.158,68.128,2903.723,1428.575,3828.341,208.971,4283.413,146.602
2.245000,5,904.030,141.863,1557.092,48.657,3015.366,1488.307,3884.231,250.476,4309.820,198.143
2.250000,5,896.811,129.514,1556.480,33.855,3286.462,1500.087,3955.239,468.609,4302.069,311.634
2.255000,5,878.413,113.010,1558.597,24.493,3412.457,1067.854,4091.313,964.230,4253.240,269.047
2.260000,5,870.528,104.069,1560.756,22.834,3358.943,983.776,4101.541,968.827,4258.908,231.808
2.265000,5,887.747,111.720,1559.889,23.971,3380.954,1237.351,3896.511,932.857,4277.977,185.256
2.270000,5,895.714,116.933,1558.355,23.312,3392.169,1704.256,3694.019,625.921,4290.070,142.110
2.275000,5,904.672,130.249,1560.353,26.277,3573.913,376.941,4082.997,3222.305,4264.261,166.965
2.280000,4,921.104,141.994,1560.360,29.216,3575.981,266.245,4212.944,176.796,--undefined--,--undefined--
2.285000,4,937.091,145.397,1557.941,29.745,3617.233,233.479,4203.833,168.157,--undefined--,--undefined--
2.290000,4,926.761,140.763,1558.659,28.155,3664.177,244.616,4222.125,176.456,--undefined--,--undefined--
2.295000,5,908.606,131.237,1559.544,25.896,3704.756,268.453,4249.117,182.846,4304.795,3631.497
2.300000,5,898.691,129.192,1561.084,24.121,3722.602,281.338,3913.335,3183.540,4255.434,173.449
2.305000,5,902.208,134.760,1560.156,26.669,3643.041,3174.852,3736.032,293.380,4260.186,144.753
2.310000,5,891.744,123.636,1555.388,30.866,2964.860,1962.915,3782.711,262.714,4275.756,85.364
2.315000,5,879.199,124.605,1554.703,35.252,3193.099,1918.699,3733.149,414.202,4273.193,105.021
2.320000,5,875.783,130.453,1556.320,46.145,3464.801,1900.300,3656.606,474.359,4259.349,155.515
2.325000,5,874.697,133.287,1558.286,67.148,3186.234,1506.343,3712.471,358.312,4249.988,155.712
2.330000,5,880.032,138.275,1565.013,90.044,2940.858,1324.981,3724.025,249.095,4249.045,100.649
2.335000,5,895.151,165.558,1576.384,107.686,3048.315,1706.020,3738.463,346.374,4264.718,124.261
2.340000,5,906.740,186.419,1585.356,98.685,3388.109,2391.888,3726.154,497.102,4263.161,165.978
2.345000,5,915.565,198.410,1589.008,83.763,3687.450,471.201,3902.671,3488.908,4251.719,184.611
2.350000,5,912.333,201.244,1588.470,70.749,3517.983,2962.579,3756.046,405.936,4255.247,241.527
2.355000,5,907.369,206.475,1584.461,58.972,3119.180,2304.827,3803.584,285.094,4271.285,260.509
2.360000,5,906.403,192.924,1575.437,52.986,2845.643,1984.566,3792.563,209.470,4271.953,145.261
2.365000,5,918.220,184.820,1567.699,46.228,2990.723,2810.882,3758.678,257.937,4267.204,146.951
2.370000,4,933.933,171.508,1560.045,35.700,3708.934,303.787,4234.307,190.865,--undefined--,--undefined--
2.375000,4,943.579,160.599,1552.232,31.871,3718.612,310.387,4226.263,181.994,--undefined--,--undefined--
2.380000,5,945.081,160.545,1550.283,34.098,3122.292,4036.332,3755.321,270.377,4253.659,127.153
2.385000,5,942.916,157.737,1550.418,37.021,2611.836,2534.562,3741.217,189.356,4268.928,54.288
2.390000,5,945.583,153.733,1549.731,37.313,2470.375,2252.934,3732.666,149.830,4272.077,35.615
2.395000,5,938.916,143.820,1549.433,32.310,2429.271,2016.126,3745.694,122.208,4268.367,32.400
2.400000,5,925.323,133.770,1551.286,25.946,2432.682,1856.853,3751.597,107.275,4265.508,33.711
2.405000,5,914.619,127.929,1554.471,21.726,2483.968,1872.584,3766.964,109.547,4266.511,40.508
2.410000,5,902.583,118.903,1555.602,18.878,2513.476,1712.532,3787.540,103.500,4271.379,42.180
2.415000,5,895.371,110.271,1554.897,17.346,2544.275,1503.747,3814.827,92.979,4276.487,41.212
2.420000,5,894.234,109.353,1554.108,17.990,2660.486,1552.503,3839.383,105.646,4285.823,50.730
2.425000,5,892.542,110.426,1554.484,19.726,2896.852,1748.559,3851.808,159.658,4293.531,77.528
2.430000,5,886.973,106.132,1556.024,19.641,3120.997,1724.560,3855.733,228.294,4294.891,118.391
2.435000,5,886.782,103.625,1556.659,19.192,3199.142,1617.224,3852.877,270.082,4294.208,143.511
2.440000,5,901.012,111.543,1555.681,22.395,3155.556,1691.201,3830.767,273.862,4293.656,125.431
2.445000,5,919.434,126.289,1554.919,30.011,3046.572,1816.032,3817.591,244.995,4294.900,102.974
2.450000,5,936.641,143.865,1557.998,40.074,2955.107,2079.660,3803.066,241.324,4294.907,92.004
2.455000,5,951.830,162.193,1562.073,47.279,2951.630,2616.874,3780.133,267.655,4293.414,91.024
2.460000,5,963.539,178.590,1566.448,51.197,3164.229,3834.265,3739.041,312.656,4289.795,94.551
2.465000,4,969.112,187.637,1571.371,53.409,3697.208,332.048,4284.628,100.059,--undefined--,--undefined--
2.470000,4,971.061,192.876,1573.056,53.760,3687.603,335.006,4277.323,117.775,--undefined--,--undefined--
2.475000,4,976.895,198.286,1572.205,53.077,3684.599,350.095,4268.583,140.356,--undefined--,--undefined--
2.480000,4,982.547,203.132,1571.890,53.533,3681.667,398.358,4264.216,159.957,--undefined--,--undefined--
2.485000,4,982.623,204.326,1572.961,56.252,3669.400,502.432,4264.658,173.360,--undefined--,--undefined--
2.490000,5,973.027,203.519,1572.014,58.879,3675.987,721.065,4271.089,179.186,4498.462,4875.458
2.495000,5,957.008,200.429,1570.187,58.445,3389.920,2982.625,3810.661,951.361,4280.304,177.188
2.500000,5,946.696,199.556,1571.448,58.734,3023.306,2653.633,3929.355,762.539,4283.647,195.124
2.505000,5,947.435,203.113,1573.282,56.744,3277.503,3290.509,3889.071,810.319,4269.793,217.862
2.510000,5,954.471,206.240,1572.127,54.471,3789.533,747.136,4253.098,237.707,4883.477,5637.927
2.515000,4,954.844,205.450,1571.374,51.976,3736.986,598.528,4244.285,243.156,--undefined--,--undefined--
2.520000,4,949.970,199.775,1570.543,48.922,3739.266,504.744,4235.498,275.356,--undefined--,--undefined--
2.525000,4,945.937,191.782,1567.090,46.289,3758.663,435.180,4238.388,304.247,--undefined--,--undefined--
2.530000,5,935.975,182.757,1565.097,43.249,3772.736,370.261,4255.823,265.783,4404.506,5030.810
2.535000,5,915.447,165.268,1564.236,41.022,3385.925,3227.567,3788.780,304.422,4276.196,193.143
2.540000,5,901.859,149.042,1560.843,37.831,3176.336,2369.846,3787.274,264.406,4279.754,149.330
2.545000,5,897.119,141.505,1558.672,34.844,3299.027,2114.571,3770.193,291.190,4272.801,167.819
2.550000,5,895.911,136.475,1557.353,34.361,3409.924,1914.384,3771.733,331.642,4265.534,207.259
2.555000,5,898.119,132.011,1554.543,33.276,3362.726,1694.569,3792.333,314.628,4271.112,200.142
2.560000,5,893.222,120.417,1551.427,29.735,3251.690,1500.409,3811.230,250.304,4278.084,161.308
2.565000,5,880.685,103.703,1549.878,27.169,3137.836,1348.563,3823.765,184.850,4277.778,118.122
2.570000,5,869.473,88.661,1547.664,25.918,3027.459,1238.520,3832.883,129.887,4276.379,85.402
2.575000,5,862.067,80.415,1546.433,26.293,2950.360,1233.238,3838.402,103.486,4273.482,74.106
