time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
2.580000,5,856.192,77.326,1544.627,28.758,2927.175,1333.763,3841.131,98.587,4273.348,74.787
2.585000,5,853.533,78.646,1543.340,32.200,2941.610,1555.652,3843.033,104.156,4274.769,84.763
2.590000,5,854.591,83.429,1544.583,36.261,2953.134,1917.850,3844.855,110.016,4277.342,94.373
2.595000,5,856.073,89.172,1545.137,39.035,2903.979,2305.054,3856.196,96.997,4283.324,90.039
2.600000,5,861.185,96.971,1545.188,39.707,2743.129,2460.835,3868.084,70.835,4289.233,62.982
2.605000,5,867.969,100.124,1541.514,39.435,2605.300,2075.016,3869.031,52.573,4285.782,36.514
2.610000,5,870.619,94.921,1538.661,36.555,2582.260,1702.996,3865.843,41.482,4282.655,24.157
2.615000,5,874.933,95.751,1541.190,33.176,2646.424,1815.096,3864.648,43.757,4285.323,23.868
2.620000,5,884.881,104.885,1543.304,31.994,2720.553,2390.439,3859.355,60.929,4287.497,31.382
2.625000,5,898.228,114.824,1544.591,32.377,2748.518,3324.357,3849.214,82.664,4287.450,41.774
2.630000,5,906.025,119.014,1545.830,33.169,2746.833,4193.604,3840.700,98.668,4289.240,48.297
2.635000,5,905.515,119.388,1548.891,30.987,2801.828,4835.000,3840.344,114.004,4292.184,57.177
2.640000,5,899.716,117.242,1552.600,27.651,3111.818,5677.814,3840.970,137.958,4296.695,70.293
2.645000,5,894.497,115.583,1554.694,26.132,3642.140,5956.134,3836.709,165.703,4297.442,83.150
2.650000,5,893.130,116.622,1554.818,26.010,3832.609,185.642,3847.465,5372.579,4294.939,95.803
2.655000,5,894.903,120.733,1554.585,27.675,3834.559,5075.066,3837.272,192.421,4294.676,108.606
2.660000,5,895.994,125.421,1554.077,30.861,3708.505,4835.183,3843.529,199.934,4298.800,121.092
2.665000,5,893.847,126.988,1555.443,34.581,3503.156,4042.346,3847.723,231.921,4303.661,134.467
2.670000,5,890.094,127.576,1558.869,37.955,3411.062,3330.006,3848.630,268.518,4305.008,161.107
2.675000,5,886.011,129.201,1559.688,42.047,3374.301,2919.888,3853.835,291.283,4304.706,195.129
2.680000,5,882.663,133.171,1560.389,48.509,3340.066,2675.904,3859.974,312.693,4305.340,207.386
2.685000,5,881.534,140.471,1561.748,56.338,3296.221,2413.441,3869.598,337.691,4308.646,218.920
2.690000,5,881.545,146.188,1564.060,61.032,3287.296,2151.546,3878.944,393.798,4308.637,230.709
2.695000,5,878.696,144.205,1565.292,60.552,3322.496,1952.200,3885.604,477.285,4307.065,243.879
2.700000,5,876.050,140.598,1564.474,60.235,3324.069,1730.166,3924.760,581.610,4303.796,271.711
2.705000,5,877.717,137.483,1562.276,59.436,3326.170,1555.610,4007.484,727.335,4286.524,330.949
2.710000,5,876.218,128.130,1559.616,56.828,3349.391,1481.130,4093.559,677.085,4256.767,505.630
2.715000,5,869.927,114.461,1555.743,53.627,3270.737,1433.150,4023.311,416.149,4369.214,635.243
2.720000,5,867.146,105.966,1552.841,50.874,3180.988,1539.420,3964.029,319.773,4374.641,441.844
2.725000,5,871.605,103.649,1549.260,50.168,3061.225,1747.606,3917.991,226.895,4343.503,242.416
2.730000,5,880.959,105.106,1545.744,50.198,2891.084,1993.286,3900.038,146.285,4327.047,158.846
2.735000,5,893.802,111.413,1545.601,48.504,2756.942,2538.624,3888.531,111.560,4313.449,142.998
2.740000,5,910.212,120.072,1549.490,42.017,2724.385,4088.433,3872.408,115.761,4298.148,165.102
2.745000,4,926.029,125.167,1552.486,34.599,3843.878,140.673,4280.812,177.236,--undefined--,--undefined--
2.750000,4,938.958,127.817,1553.998,29.415,3808.876,162.775,4278.957,140.724,--undefined--,--undefined--
2.755000,4,948.097,129.713,1554.830,26.435,3794.833,161.231,4287.894,94.238,--undefined--,--undefined--
2.760000,4,952.792,131.282,1555.048,25.458,3811.810,140.479,4294.434,67.083,--undefined--,--undefined--
2.765000,4,956.005,132.234,1555.329,25.798,3841.450,110.573,4298.681,52.709,--undefined--,--undefined--
2.770000,5,961.754,134.108,1111.863,6083.729,1556.521,26.252,3870.644,79.727,4302.659,43.407
2.775000,5,963.680,137.673,1409.084,4081.831,1557.488,26.434,3894.819,51.673,4307.054,35.302
2.780000,5,953.743,142.590,1540.351,2806.377,1557.844,27.766,3907.269,33.867,4310.220,28.918
2.785000,5,936.722,141.396,1557.276,29.379,1649.736,2250.221,3907.759,29.719,4310.056,28.295
2.790000,5,930.179,137.396,1556.340,28.805,1721.340,2341.973,3898.874,37.902,4306.843,34.670
2.795000,5,939.929,137.676,1555.387,27.549,1674.487,3080.826,3882.142,58.105,4302.790,47.419
2.800000,5,959.557,137.402,1088.124,5064.266,1554.706,27.837,3862.038,84.195,4298.377,64.774
2.805000,4,976.242,136.846,1553.026,31.630,3851.977,102.120,4294.011,87.187,--undefined--,--undefined--
2.810000,4,983.365,139.603,1550.605,38.716,3855.707,112.537,4291.505,116.159,--undefined--,--undefined--
2.815000,5,983.236,142.906,1548.035,46.144,1574.214,5893.427,3862.566,121.564,4295.231,138.762
2.820000,5,980.447,144.658,1546.843,51.553,2006.915,4735.507,3862.375,135.062,4304.172,134.841
2.825000,5,978.918,145.083,1547.509,54.724,2080.738,5156.319,3850.967,158.295,4309.307,103.111
2.830000,4,978.322,144.046,1548.051,56.539,3822.702,194.864,4309.265,77.264,--undefined--,--undefined--
2.835000,4,975.105,142.965,1548.124,58.102,3789.411,222.677,4307.003,69.013,--undefined--,--undefined--
2.840000,4,963.475,142.038,1545.326,60.973,3778.324,230.983,4303.189,79.303,--undefined--,--undefined--
2.845000,5,947.428,139.064,1542.037,63.120,3784.814,236.652,4185.234,8486.484,4298.263,110.853
2.850000,4,937.512,137.056,1540.774,63.857,3793.611,250.306,4288.893,163.190,--undefined--,--undefined--
2.855000,4,937.297,137.429,1542.588,60.192,3797.649,268.532,4274.769,203.595,--undefined--,--undefined--
2.860000,4,946.140,139.417,1545.291,53.473,3794.959,274.478,4266.914,202.019,--undefined--,--undefined--
2.865000,4,956.639,139.898,1547.643,47.925,3794.812,260.269,4268.221,181.347,--undefined--,--undefined--
2.870000,4,962.118,137.138,1548.848,43.877,3795.844,238.456,4273.313,161.580,--undefined--,--undefined--
2.875000,4,959.390,133.826,1549.240,41.237,3793.385,232.324,4275.246,158.131,--undefined--,--undefined--
2.880000,4,948.081,130.324,1549.603,40.754,3780.137,258.954,4270.492,175.635,--undefined--,--undefined--
2.885000,4,932.077,125.360,1549.144,40.481,3769.841,285.985,4261.182,207.772,--undefined--,--undefined--
2.890000,4,918.708,119.740,1547.107,40.817,3774.351,285.513,4251.526,243.385,--undefined--,--undefined--
2.895000,4,909.217,114.871,1546.487,41.274,3784.625,281.210,4241.506,277.805,--undefined--,--undefined--
2.900000,4,905.556,113.010,1546.858,41.740,3795.812,280.761,4240.116,285.568,--undefined--,--undefined--
2.905000,4,910.261,116.041,1547.710,42.791,3807.724,276.383,4257.472,248.243,--undefined--,--undefined--
2.910000,4,915.876,120.093,1548.485,45.535,3815.309,291.935,4271.718,214.795,--undefined--,--undefined--
2.915000,4,916.953,122.207,1547.919,49.406,3824.509,306.242,4274.694,221.743,--undefined--,--undefined--
2.920000,4,918.392,123.870,1545.140,54.417,3843.815,301.790,4272.727,269.990,--undefined--,--undefined--
2.925000,4,923.209,126.678,1540.299,63.036,3869.111,271.036,4280.038,326.813,--undefined--,--undefined--
2.930000,5,930.304,131.461,1532.450,74.759,3840.814,4747.739,3882.873,225.107,4292.198,361.014
2.935000,5,934.098,134.536,1528.170,80.920,3787.223,5017.056,3885.668,193.278,4285.726,397.850
2.940000,4,931.417,132.652,1533.842,77.174,3884.585,194.649,4249.689,461.976,--undefined--,--undefined--
2.945000,4,928.878,130.526,1537.092,68.990,3879.309,234.017,4205.952,496.577,--undefined--,--undefined--
2.950000,4,932.059,132.372,1538.272,64.509,3871.751,284.669,4204.400,482.083,--undefined--,--undefined--
2.955000,4,934.842,135.142,1537.553,63.849,3857.644,317.703,4258.937,367.644,--undefined--,--undefined--
2.960000,5,937.039,136.802,1543.150,57.587,3237.652,5565.570,3843.473,329.446,4300.785,213.951
2.965000,5,934.025,134.582,1548.926,49.185,2937.750,4722.595,3826.420,363.589,4311.053,137.339
2.970000,5,926.305,130.408,1551.117,44.824,3016.247,4314.080,3800.193,422.441,4312.671,115.423
2.975000,5,921.833,128.752,1552.363,41.746,3115.832,3939.014,3807.483,430.978,4311.743,138.686
2.980000,5,921.399,129.135,1554.107,39.039,3205.227,3821.069,3838.680,405.029,4305.563,204.829
2.985000,5,922.480,129.486,1556.269,37.783,3328.162,4036.601,3865.755,378.636,4296.081,300.258
2.990000,5,923.187,128.796,1557.225,35.943,3373.785,4448.604,3885.466,333.336,4295.267,377.844
2.995000,5,927.144,128.914,1558.506,34.005,3224.878,5169.209,3905.262,267.763,4303.576,427.918
3.000000,5,933.449,131.429,1561.308,32.357,2617.915,4852.602,3920.854,193.123,4329.052,396.252
3.005000,5,933.379,133.622,1561.987,32.622,2145.161,3164.428,3925.174,118.344,4342.417,222.048
3.010000,5,929.428,133.468,1561.183,35.828,1995.908,2268.074,3921.943,72.141,4337.194,128.074
3.015000,5,936.803,134.250,1562.794,34.141,2160.503,3231.782,3925.667,93.953,4360.224,235.833
3.020000,5,939.825,133.534,1561.686,33.228,3054.255,5293.994,3935.498,189.990,4361.099,502.744
3.025000,5,942.591,134.168,1561.497,32.983,3920.818,4858.029,3923.142,433.824,4284.076,488.117
3.030000,5,943.203,133.826,1559.419,33.651,3624.479,3631.181,3884.573,559.396,4293.468,367.597
3.035000,5,947.401,136.396,1556.904,35.800,3300.084,3089.192,3894.685,501.637,4305.750,339.440
3.040000,5,953.375,138.931,1554.578,38.681,3311.330,2898.728,3883.681,509.025,4293.961,322.746
3.045000,5,960.144,140.772,1555.368,39.124,3453.398,2833.466,3821.636,550.117,4285.773,281.922
3.050000,5,960.891,140.277,1554.426,39.605,3390.759,2542.382,3806.695,532.833,4292.733,267.727
3.055000,5,959.389,139.026,1552.273,42.689,3322.059,2323.525,3827.444,552.359,4290.581,291.196
3.060000,5,962.070,139.843,1551.491,45.261,3318.785,2454.938,3837.543,568.727,4274.421,345.044
3.065000,5,964.690,139.975,1549.736,47.110,3123.986,2780.149,3847.065,443.359,4279.038,338.023
3.070000,5,966.896,139.843,1550.060,49.059,2768.283,3188.862,3831.950,299.564,4292.133,231.259
3.075000,5,970.364,140.358,1550.788,49.549,2347.047,3644.249,3821.382,198.120,4295.425,135.374
3.080000,5,977.211,140.416,1550.721,48.941,1830.203,4388.364,3820.310,138.095,4297.397,81.389
3.085000,5,983.538,138.796,1125.236,5061.959,1551.243,48.086,3832.444,99.578,4300.447,51.462
3.090000,5,832.530,4852.414,982.533,137.831,1550.562,47.032,3851.122,72.948,4302.659,35.454
3.095000,5,976.515,139.264,1054.607,3970.710,1550.189,42.965,3863.674,54.965,4302.967,25.703
3.100000,5,966.998,144.430,1210.949,2862.014,1553.426,35.516,3869.774,40.570,4301.573,18.787
3.105000,5,949.266,153.185,1257.711,2003.439,1556.825,29.790,3881.998,24.703,4297.889,14.825
3.110000,5,931.707,156.414,1239.430,1630.429,1559.133,25.180,3897.682,12.963,4294.335,13.625
3.115000,5,920.099,156.908,1213.299,1455.356,1560.551,21.467,3905.091,7.610,4294.689,12.470
3.120000,5,899.573,168.880,1230.664,1051.817,1562.712,21.044,3905.789,4.911,4295.373,9.452
3.125000,5,866.719,163.821,1269.217,690.170,1565.100,22.516,3901.099,4.279,4292.599,7.787
3.130000,5,875.162,149.965,1317.369,934.552,1561.993,24.485,3887.849,9.967,4285.638,13.142
3.135000,5,890.198,128.368,1385.727,1774.585,1556.946,21.602,3867.362,25.974,4284.858,23.636
3.140000,5,887.785,113.980,1493.296,2493.802,1553.262,22.477,3870.116,29.606,4278.493,36.552
3.145000,5,884.344,109.400,1549.060,29.143,1634.014,2573.412,3882.393,24.070,4269.577,51.945
3.150000,5,884.106,110.394,1541.035,44.037,1763.646,2288.110,3891.551,21.263,4276.531,60.600
3.155000,5,884.898,111.864,1526.092,65.864,1903.537,2081.107,3897.307,25.371,4286.814,72.459
3.160000,5,885.366,112.396,1508.411,85.878,2055.745,2023.730,3896.811,38.701,4294.178,94.233
3.165000,5,883.690,111.573,1489.500,99.879,2186.890,1976.009,3888.989,60.445,4294.081,119.856
3.170000,5,880.597,109.323,1472.205,106.870,2251.297,1813.820,3867.613,85.932,4278.852,139.237
3.175000,5,883.882,109.588,1470.399,107.870,2290.568,1668.330,3862.842,104.011,4251.458,202.330
3.180000,5,894.098,112.636,1477.703,101.767,2378.758,1500.867,3887.761,104.291,4245.735,320.350
3.185000,5,903.239,110.663,1486.455,90.865,2436.318,1246.072,3890.221,102.780,4289.471,214.681
3.190000,5,910.589,110.826,1505.659,78.912,2441.698,1251.574,3886.063,104.920,4299.774,133.442
3.195000,5,912.317,112.028,1520.281,68.897,2358.928,1363.191,3889.096,92.146,4298.110,118.631
3.200000,5,916.750,120.567,1528.822,68.112,2167.242,1523.373,3900.622,74.400,4298.377,125.899
3.205000,5,920.452,128.967,1533.167,74.096,1988.369,1469.106,3915.864,64.978,4300.263,152.129
3.210000,5,922.775,135.677,1537.877,79.842,1874.823,1492.476,3929.473,50.890,4289.494,184.292
3.215000,5,916.077,143.768,1549.616,90.719,1647.368,1275.382,3948.006,31.697,4315.131,147.123
3.220000,5,901.963,150.918,1421.041,1099.573,1567.714,91.044,3951.997,39.552,4326.400,101.371
3.225000,5,869.840,131.430,1345.545,818.307,1587.893,111.046,3932.662,72.601,4281.877,117.845
3.230000,5,848.692,92.693,1348.487,726.445,1615.619,83.324,3926.627,53.423,4259.996,133.569
3.235000,5,841.069,73.876,1357.350,528.864,1622.508,39.861,3923.103,31.044,4283.189,116.998
3.240000,5,844.370,77.152,1314.378,372.623,1624.300,41.632,3907.429,33.931,4327.304,50.950
3.245000,5,850.425,82.020,1297.932,427.334,1612.593,107.844,3938.946,17.995,4344.780,54.858
3.250000,5,899.445,114.474,1262.540,1057.676,1566.923,58.790,3938.349,21.260,4372.923,121.773
3.255000,5,967.123,127.274,1154.963,1649.822,1574.999,31.645,3964.252,34.592,4367.740,180.971
3.260000,5,896.237,117.107,1305.736,1012.639,1575.187,56.583,3996.361,73.188,4352.337,50.362
3.265000,5,913.535,146.298,1282.774,1217.813,1565.836,64.642,4023.804,63.467,4345.911,43.315
3.270000,5,952.673,131.399,962.044,2770.044,1574.653,25.803,4012.002,54.395,4338.841,55.426
3.275000,4,1006.840,111.391,1573.296,17.871,3978.566,71.588,4334.789,63.089,--undefined--,--undefined--
3.280000,4,1057.129,88.469,1570.236,22.899,3937.664,46.907,4343.383,113.173,--undefined--,--undefined--
3.285000,4,1074.328,84.640,1543.188,39.644,3924.885,16.424,4446.147,415.034,--undefined--,--undefined--
3.290000,4,1102.124,77.493,1546.500,38.806,3910.581,5.978,4739.964,923.224,--undefined--,--undefined--
3.295000,4,1115.377,65.311,1564.570,17.695,3904.623,15.070,4479.250,421.888,--undefined--,--undefined--
3.300000,4,1093.044,97.846,1570.237,19.132,3904.774,24.689,4400.163,186.200,--undefined--,--undefined--
3.305000,5,691.370,3518.427,1100.603,104.049,1570.261,27.759,3907.631,26.167,4367.947,131.625
3.310000,5,1135.230,91.358,1571.190,59.008,1896.578,2009.391,3907.882,22.791,4375.921,139.571
3.315000,5,1159.619,50.161,1570.313,69.176,2273.337,906.425,3909.772,14.227,4453.277,219.775
3.320000,5,1170.728,36.276,1579.535,47.029,2375.248,967.846,3910.051,17.972,4403.230,139.059
3.325000,5,1176.578,36.010,1580.860,47.922,2355.410,610.602,3912.782,18.522,4361.272,73.863
3.330000,5,1182.386,44.443,1585.769,55.334,2346.997,654.661,3913.400,25.529,4347.512,69.163
3.335000,5,1186.280,65.755,1590.901,66.688,2400.354,781.702,3909.088,41.609,4339.992,62.050
3.340000,5,1189.718,97.992,1592.905,108.432,2298.768,380.531,3907.658,34.901,4327.827,44.552
3.345000,5,1194.001,116.187,1595.356,137.820,2217.687,218.097,3918.042,45.027,4333.689,38.347
3.350000,5,1188.094,168.686,1594.668,172.351,2243.509,369.063,3932.440,90.657,4357.900,85.086
3.355000,5,1156.471,236.337,1574.204,185.527,2313.581,426.745,3901.834,109.644,4393.004,145.868
3.360000,5,1143.739,255.659,1579.243,162.165,2362.169,672.316,3912.139,175.645,4441.863,265.003
3.365000,5,1212.309,274.613,1606.758,188.608,2422.627,829.683,3911.588,200.952,4558.203,410.030
3.370000,5,1208.109,189.756,1596.891,113.294,2481.211,663.090,3964.439,166.004,4604.201,330.646
3.375000,5,1226.129,156.083,1596.876,78.966,2543.626,798.096,3944.975,114.384,4610.485,302.083
3.380000,5,1253.779,250.250,1589.651,63.941,2472.452,552.082,3946.411,46.796,4697.092,364.552
3.385000,5,1144.567,537.542,1581.819,46.247,2564.285,901.455,3956.333,101.687,4564.261,421.914
3.390000,5,1076.767,187.575,1573.976,73.947,2758.123,1950.730,3989.616,276.106,4417.416,658.748
3.395000,5,1083.596,167.890,1536.168,182.300,2273.364,1490.449,3991.037,102.931,4623.685,1060.620
3.400000,5,1071.376,160.055,1576.055,88.243,1767.961,1761.914,3981.864,108.182,5017.390,1267.905
3.405000,4,1021.182,175.141,1580.131,72.103,1712.424,1536.653,3982.072,90.829,--undefined--,--undefined--
3.410000,4,927.114,149.165,1565.247,99.390,1701.145,1121.244,3983.938,59.266,--undefined--,--undefined--
3.415000,4,880.287,96.665,1573.702,69.586,1965.501,1615.516,3999.774,69.480,--undefined--,--undefined--
3.420000,4,1034.329,151.358,1589.270,30.956,3552.028,5888.917,4038.226,85.844,--undefined--,--undefined--
3.425000,4,1089.216,75.064,1577.725,22.581,3889.875,1230.198,4136.964,175.423,--undefined--,--undefined--
3.430000,4,1096.743,60.357,1536.760,44.603,3944.460,664.106,4149.170,263.889,--undefined--,--undefined--
3.435000,4,1122.512,43.673,1551.064,33.872,3930.094,657.952,4160.328,248.924,--undefined--,--undefined--
3.440000,4,1120.104,46.433,1547.696,30.538,3820.190,1601.811,4161.930,131.859,--undefined--,--undefined--
3.445000,4,842.417,2535.615,1070.507,121.686,1562.585,42.356,4124.147,105.949,--undefined--,--undefined--
3.450000,4,921.329,189.910,1224.146,848.636,1574.550,44.448,3966.918,36.823,--undefined--,--undefined--
3.455000,4,884.327,98.292,1258.331,1928.861,1559.547,37.677,3994.481,50.959,--undefined--,--undefined--
3.460000,4,883.092,65.704,1546.636,26.960,3877.386,2022.536,4131.038,139.017,--undefined--,--undefined--
3.465000,4,905.608,78.154,1551.219,24.675,3798.118,1059.302,4188.834,160.733,--undefined--,--undefined--
3.470000,4,940.096,125.320,1555.721,30.284,3791.660,819.558,4190.626,170.794,--undefined--,--undefined--
3.475000,4,854.960,91.253,1557.334,23.860,3757.127,1192.050,4082.294,143.418,--undefined--,--undefined--
3.480000,4,809.275,34.990,1570.068,11.733,3775.574,1086.544,4048.489,129.777,--undefined--,--undefined--
3.485000,4,800.792,23.679,1577.662,6.289,3889.752,151.238,4169.310,272.813,--undefined--,--undefined--
3.490000,4,812.340,41.982,1575.119,8.524,3882.923,109.795,4171.381,291.902,--undefined--,--undefined--
3.495000,4,861.867,82.527,1568.134,11.113,3886.743,151.580,4170.146,326.983,--undefined--,--undefined--
3.500000,4,945.090,117.172,1568.967,17.810,3822.991,228.226,4204.184,257.737,--undefined--,--undefined--
3.505000,4,967.821,126.147,1557.017,39.312,3801.607,131.706,4246.092,144.711,--undefined--,--undefined--
3.510000,4,880.970,102.179,1515.650,79.047,3792.724,78.904,4277.158,77.680,--undefined--,--undefined--
3.515000,4,841.301,62.177,1522.389,63.933,3770.744,90.011,4291.919,52.828,--undefined--,--undefined--
3.520000,4,843.228,56.739,1549.796,37.886,3830.392,82.665,4268.075,93.660,--undefined--,--undefined--
3.525000,4,850.050,62.945,1548.605,44.843,3829.770,144.413,4214.560,196.657,--undefined--,--undefined--
3.530000,4,864.015,84.116,1507.868,114.623,3875.445,511.439,3913.392,138.701,--undefined--,--undefined--
3.535000,4,878.491,122.557,1357.913,182.219,3726.572,753.119,3894.297,27.418,--undefined--,--undefined--
3.540000,4,943.956,175.457,1376.151,207.268,3676.545,860.848,3910.110,32.296,--undefined--,--undefined--
3.545000,4,1062.033,186.819,1476.798,325.693,3693.922,674.524,3953.954,110.306,--undefined--,--undefined--
3.550000,4,1128.064,139.892,1634.208,374.089,3825.250,238.374,4033.828,283.816,--undefined--,--undefined--
3.555000,4,986.429,192.669,1592.486,118.240,3810.546,219.476,4082.343,277.180,--undefined--,--undefined--
3.560000,4,852.538,99.751,1576.746,33.716,3905.512,127.673,3921.384,667.819,--undefined--,--undefined--
3.565000,4,840.114,85.186,1570.212,31.730,3465.924,1305.700,3952.152,104.895,--undefined--,--undefined--
3.570000,4,854.997,88.824,1568.134,29.166,3135.166,1746.867,3972.983,138.336,--undefined--,--undefined--
3.575000,4,882.223,94.493,1562.815,21.672,3541.486,992.612,4091.103,272.281,--undefined--,--undefined--
3.580000,4,867.609,95.874,1572.340,21.361,3060.735,1618.197,4164.433,196.191,--undefined--,--undefined--
3.585000,4,849.241,67.428,1578.541,14.058,2412.264,1175.884,4053.432,223.223,--undefined--,--undefined--
3.590000,4,893.861,88.707,1572.301,16.695,2527.087,2767.096,4046.889,289.652,--undefined--,--undefined--
3.595000,4,891.948,74.876,1567.842,13.059,3392.998,1444.160,4094.091,262.062,--undefined--,--undefined--
3.600000,4,852.658,52.907,1571.839,9.889,3306.217,1633.686,4172.471,172.792,--undefined--,--undefined--
3.605000,4,853.538,50.314,1567.623,8.321,3492.423,780.043,4224.269,172.244,--undefined--,--undefined--
3.610000,4,923.667,85.079,1565.382,11.923,3553.230,1059.597,4129.991,225.096,--undefined--,--undefined--
3.615000,4,1054.082,106.823,1571.087,16.191,3661.410,2076.809,4069.483,165.413,--undefined--,--undefined--
3.620000,4,1150.019,54.995,1573.693,12.649,3749.618,1515.170,4098.470,183.252,--undefined--,--undefined--
3.625000,4,1155.510,48.179,1571.630,14.076,3553.860,977.140,4237.988,153.623,--undefined--,--undefined--
3.630000,4,1093.442,88.723,1571.855,19.530,3418.182,1093.077,4267.030,128.609,--undefined--,--undefined--
3.635000,4,975.478,121.602,1571.776,25.271,3276.040,978.235,4280.638,158.978,--undefined--,--undefined--
3.640000,4,924.958,124.688,1570.961,53.735,3291.413,1791.972,4186.782,244.780,--undefined--,--undefined--
3.645000,4,988.521,151.212,1555.044,111.677,3875.124,2631.102,3987.041,145.445,--undefined--,--undefined--
3.650000,4,1050.857,111.086,1552.181,79.902,3971.058,186.142,4129.946,1111.715,--undefined--,--undefined--
3.655000,4,1071.158,100.564,1548.316,74.969,3943.183,333.246,4203.609,643.121,--undefined--,--undefined--
3.660000,4,1083.435,121.097,1547.160,106.983,3876.748,899.168,4190.753,382.273,--undefined--,--undefined--
3.665000,4,1069.534,159.859,1571.835,113.799,4040.323,1324.272,4211.440,740.255,--undefined--,--undefined--
3.670000,4,982.548,174.837,1588.148,78.603,3730.301,493.580,4626.625,199.539,--undefined--,--undefined--
3.675000,4,873.395,171.483,1612.142,59.552,3692.901,409.599,4614.281,173.958,--undefined--,--undefined--
3.680000,4,927.403,366.664,1637.842,104.847,3703.788,459.307,4633.001,337.462,--undefined--,--undefined--
3.685000,4,1280.136,442.133,1831.524,523.239,3730.276,350.595,4686.730,190.336,--undefined--,--undefined--
3.690000,4,1275.531,274.393,1840.157,475.320,3782.910,215.493,4660.185,183.307,--undefined--,--undefined--
3.695000,4,1309.049,330.493,1723.915,265.113,3811.937,222.525,4648.034,220.359,--undefined--,--undefined--
3.700000,4,1399.178,564.001,1736.032,258.845,3939.729,148.288,4656.891,274.206,--undefined--,--undefined--
3.705000,4,1223.529,868.641,1874.119,179.388,3969.329,154.252,4774.404,398.556,--undefined--,--undefined--
3.710000,4,1520.013,901.881,1932.301,525.938,3952.078,222.810,5029.690,667.439,--undefined--,--undefined--
3.715000,4,1577.861,300.465,2106.227,318.145,3958.651,305.409,4948.043,521.732,--undefined--,--undefined--
3.720000,4,1652.507,365.182,2045.290,133.970,4013.402,298.000,4961.111,286.025,--undefined--,--undefined--
3.725000,4,1733.579,389.933,2050.244,164.728,4005.359,310.804,5014.411,211.883,--undefined--,--undefined--
3.730000,4,1717.301,417.633,2048.456,178.790,3935.965,947.797,5046.995,249.613,--undefined--,--undefined--
3.735000,4,1534.012,414.866,1992.914,86.317,3610.064,940.821,5026.882,267.131,--undefined--,--undefined--
3.740000,4,1405.849,355.735,1979.692,77.552,4001.222,1144.848,5124.060,236.340,--undefined--,--undefined--
3.745000,5,755.479,3002.886,1352.399,407.704,1938.953,108.959,4116.053,266.551,5177.113,133.956
3.750000,4,1369.575,739.801,1901.111,82.021,4096.456,499.440,5100.995,435.430,--undefined--,--undefined--
3.755000,4,945.643,961.504,1904.436,42.512,3566.884,580.878,4633.574,469.748,--undefined--,--undefined--
3.760000,4,705.096,444.752,1860.100,88.718,3542.566,599.286,4661.049,391.877,--undefined--,--undefined--
3.765000,4,672.956,283.143,1733.708,105.299,3449.746,435.283,4659.890,324.077,--undefined--,--undefined--
3.770000,4,702.809,291.141,1677.721,53.816,3416.199,211.709,4574.611,323.228,--undefined--,--undefined--
3.775000,4,835.908,287.269,1660.615,82.235,3367.719,165.444,4483.280,348.840,--undefined--,--undefined--
3.780000,4,839.348,241.826,1626.006,97.799,3357.226,71.504,4523.748,136.238,--undefined--,--undefined--
3.785000,4,755.765,208.738,1547.956,191.429,3361.915,50.153,4577.423,109.503,--undefined--,--undefined--
3.790000,4,725.315,148.117,1489.894,210.117,3366.096,44.754,4588.247,116.374,--undefined--,--undefined--
3.795000,4,708.613,94.992,1527.017,176.619,3367.303,42.550,4537.247,158.250,--undefined--,--undefined--
3.800000,5,693.755,53.012,1507.889,175.603,3365.702,38.072,4063.285,4049.563,4552.937,151.233
3.805000,5,699.872,53.835,1442.845,208.459,3362.560,43.511,4277.184,3468.131,4521.604,129.354
3.810000,5,710.174,67.302,1414.651,217.029,3353.833,61.320,4468.051,113.046,4602.356,3404.158
3.815000,5,713.529,73.526,1372.914,177.298,3344.705,98.613,4347.195,2316.307,4428.049,122.802
3.820000,5,718.211,80.177,1334.869,132.294,3357.550,161.629,4282.893,1740.547,4347.240,109.105
3.825000,5,726.050,98.743,1321.432,116.213,3459.829,208.681,4146.629,1935.368,4299.080,71.513
3.830000,5,722.064,98.004,1312.607,89.518,3519.594,137.297,4276.071,67.978,4299.194,2018.208
3.835000,5,704.523,79.143,1315.938,76.284,3537.868,74.453,4241.010,41.079,4367.748,2614.039
3.840000,4,708.453,83.546,1305.435,87.946,3543.181,36.606,4217.233,26.450,--undefined--,--undefined--
3.845000,4,725.456,99.530,1303.993,109.058,3545.150,25.028,4208.829,22.826,--undefined--,--undefined--
3.850000,4,745.622,118.384,1321.285,125.577,3553.110,25.318,4216.810,19.078,--undefined--,--undefined--
3.855000,4,778.808,153.735,1365.781,124.729,3563.166,21.983,4219.540,13.646,--undefined--,--undefined--
3.860000,4,822.686,179.277,1412.853,132.116,3574.555,21.440,4233.629,15.278,--undefined--,--undefined--
3.865000,4,868.077,145.175,1481.745,142.249,3584.195,31.690,4276.939,38.409,--undefined--,--undefined--
3.870000,4,906.101,113.101,1555.023,103.644,3590.626,36.963,4298.383,49.106,--undefined--,--undefined--
3.875000,4,937.286,74.262,1589.431,56.860,3598.362,58.120,4328.485,69.130,--undefined--,--undefined--
3.880000,4,953.677,31.467,1603.082,30.068,3588.425,87.872,4391.635,96.012,--undefined--,--undefined--
